codice_cliente,n_polizze,premi_tot,n_sinistri,importo_liquidato,first_date,last_date,loss_ratio_cliente,frequenza_cliente,severita_cliente
9580,3,1708.0,0.0,0.0,,,0.0,0.0,
9581,1,504.0,0.0,0.0,,,0.0,0.0,
9582,1,224.0,0.0,0.0,,,0.0,0.0,
9583,3,848.0,0.0,0.0,,,0.0,0.0,
9587,3,1501.0,1.0,18168.0,2025-01-02,2025-01-02,12.103930712858094,0.3333333333333333,18168.0
9588,2,742.0,0.0,0.0,,,0.0,0.0,
9591,2,468.0,0.0,0.0,,,0.0,0.0,
9595,2,855.0,0.0,0.0,,,0.0,0.0,
9598,1,655.0,0.0,0.0,,,0.0,0.0,
9599,2,1207.0,0.0,0.0,,,0.0,0.0,
9600,3,1396.0,0.0,0.0,,,0.0,0.0,
9601,1,674.0,0.0,0.0,,,0.0,0.0,
9602,2,1175.0,0.0,0.0,,,0.0,0.0,
9604,5,1746.0,0.0,0.0,,,0.0,0.0,
9605,2,1223.0,0.0,0.0,,,0.0,0.0,
9606,3,1589.0,0.0,0.0,,,0.0,0.0,
9607,1,599.0,1.0,6036.0,2015-05-22,2015-05-22,10.076794657762939,1.0,6036.0
9608,1,296.0,0.0,0.0,,,0.0,0.0,
9609,2,1233.0,1.0,12223.0,2018-10-29,2018-10-29,9.913219789132198,0.5,12223.0
9610,1,472.0,0.0,0.0,,,0.0,0.0,
9612,1,707.0,0.0,0.0,,,0.0,0.0,
9615,2,871.0,0.0,0.0,,,0.0,0.0,
9617,2,929.0,0.0,0.0,,,0.0,0.0,
9618,1,494.0,0.0,0.0,,,0.0,0.0,
9619,1,347.0,0.0,0.0,,,0.0,0.0,
9620,1,768.0,0.0,0.0,,,0.0,0.0,
9622,2,1061.0,0.0,0.0,,,0.0,0.0,
9623,3,1123.0,0.0,0.0,,,0.0,0.0,
9624,3,1331.0,0.0,0.0,,,0.0,0.0,
9625,3,991.0,1.0,7995.0,2020-06-25,2020-06-25,8.06760847628658,0.3333333333333333,7995.0
9626,1,634.0,0.0,0.0,,,0.0,0.0,
9627,2,759.0,0.0,0.0,,,0.0,0.0,
9628,4,982.0,2.0,38618.0,2023-07-28,2024-07-13,39.32586558044807,0.5,19309.0
9630,2,673.0,0.0,0.0,,,0.0,0.0,
9631,1,359.0,0.0,0.0,,,0.0,0.0,
9632,2,944.0,1.0,16796.0,2024-10-03,2024-10-03,17.79237288135593,0.5,16796.0
9634,1,248.0,0.0,0.0,,,0.0,0.0,
9635,1,394.0,0.0,0.0,,,0.0,0.0,
9636,2,900.0,1.0,19730.0,2022-11-14,2022-11-14,21.92222222222222,0.5,19730.0
9637,2,1016.0,0.0,0.0,,,0.0,0.0,
9638,2,1020.0,0.0,0.0,,,0.0,0.0,
9639,3,1456.0,0.0,0.0,,,0.0,0.0,
9640,1,723.0,0.0,0.0,,,0.0,0.0,
9641,3,1439.0,1.0,42985.0,2019-08-04,2019-08-04,29.87143849895761,0.3333333333333333,42985.0
9642,1,719.0,1.0,23800.0,2021-10-19,2021-10-19,33.10152990264256,1.0,23800.0
9643,1,621.0,0.0,0.0,,,0.0,0.0,
9644,3,1210.0,1.0,3314.0,2025-05-04,2025-05-04,2.7388429752066115,0.3333333333333333,3314.0
9646,2,1074.0,1.0,2206.0,2025-09-11,2025-09-11,2.0540037243947857,0.5,2206.0
9647,2,900.0,0.0,0.0,,,0.0,0.0,
9648,2,1047.0,0.0,0.0,,,0.0,0.0,
9650,1,595.0,0.0,0.0,,,0.0,0.0,
9651,3,535.0,0.0,0.0,,,0.0,0.0,
9652,2,1218.0,0.0,0.0,,,0.0,0.0,
9654,1,296.0,0.0,0.0,,,0.0,0.0,
9655,3,1222.0,0.0,0.0,,,0.0,0.0,
9656,1,581.0,0.0,0.0,,,0.0,0.0,
9658,1,781.0,0.0,0.0,,,0.0,0.0,
9659,2,889.0,0.0,0.0,,,0.0,0.0,
9660,3,1170.0,0.0,0.0,,,0.0,0.0,
9661,2,1166.0,0.0,0.0,,,0.0,0.0,
9662,1,544.0,1.0,15093.0,2024-07-26,2024-07-26,27.74448529411765,1.0,15093.0
9663,2,694.0,0.0,0.0,,,0.0,0.0,
9664,4,1985.0,0.0,0.0,,,0.0,0.0,
9665,2,368.0,1.0,13292.0,2020-03-02,2020-03-02,36.119565217391305,0.5,13292.0
9666,1,118.0,0.0,0.0,,,0.0,0.0,
9667,1,0.0,0.0,0.0,,,,0.0,
9668,2,1132.0,0.0,0.0,,,0.0,0.0,
9669,2,1503.0,0.0,0.0,,,0.0,0.0,
9670,2,338.0,0.0,0.0,,,0.0,0.0,
9671,2,1404.0,1.0,760.0,2018-09-03,2018-09-03,0.5413105413105413,0.5,760.0
9672,1,679.0,0.0,0.0,,,0.0,0.0,
9674,2,795.0,0.0,0.0,,,0.0,0.0,
9675,2,869.0,0.0,0.0,,,0.0,0.0,
9676,2,397.0,0.0,0.0,,,0.0,0.0,
9677,2,982.0,0.0,0.0,,,0.0,0.0,
9679,2,583.0,1.0,18636.0,2018-07-16,2018-07-16,31.965694682675814,0.5,18636.0
9681,1,220.0,0.0,0.0,,,0.0,0.0,
9683,2,660.0,0.0,0.0,,,0.0,0.0,
9684,2,684.0,0.0,0.0,,,0.0,0.0,
9685,3,1308.0,0.0,0.0,,,0.0,0.0,
9686,4,821.0,1.0,26536.0,2021-01-30,2021-01-30,32.321559074299635,0.25,26536.0
9687,4,1785.0,1.0,2716.0,2025-01-13,2025-01-13,1.5215686274509803,0.25,2716.0
9688,1,242.0,0.0,0.0,,,0.0,0.0,
9689,1,343.0,0.0,0.0,,,0.0,0.0,
9690,3,1490.0,1.0,20817.0,2019-11-30,2019-11-30,13.971140939597316,0.3333333333333333,20817.0
9691,4,1877.0,0.0,0.0,,,0.0,0.0,
9692,2,684.0,0.0,0.0,,,0.0,0.0,
9693,2,385.0,0.0,0.0,,,0.0,0.0,
9694,2,710.0,0.0,0.0,,,0.0,0.0,
9695,1,632.0,0.0,0.0,,,0.0,0.0,
9696,2,1014.0,0.0,0.0,,,0.0,0.0,
9697,1,176.0,0.0,0.0,,,0.0,0.0,
9698,2,890.0,0.0,0.0,,,0.0,0.0,
9699,3,962.0,0.0,0.0,,,0.0,0.0,
9700,3,1342.0,1.0,11991.0,2017-03-09,2017-03-09,8.935171385991058,0.3333333333333333,11991.0
9701,1,180.0,0.0,0.0,,,0.0,0.0,
9703,3,652.0,1.0,43967.0,2024-04-18,2024-04-18,67.4340490797546,0.3333333333333333,43967.0
9704,1,785.0,0.0,0.0,,,0.0,0.0,
9705,1,406.0,0.0,0.0,,,0.0,0.0,
9706,1,592.0,1.0,10191.0,2021-11-29,2021-11-29,17.214527027027028,1.0,10191.0
9707,3,1326.0,1.0,10398.0,2018-08-28,2018-08-28,7.841628959276018,0.3333333333333333,10398.0
9708,2,668.0,0.0,0.0,,,0.0,0.0,
9709,1,512.0,0.0,0.0,,,0.0,0.0,
9711,2,707.0,0.0,0.0,,,0.0,0.0,
9712,1,642.0,0.0,0.0,,,0.0,0.0,
9713,2,441.0,0.0,0.0,,,0.0,0.0,
9714,3,1541.0,0.0,0.0,,,0.0,0.0,
9716,2,1604.0,0.0,0.0,,,0.0,0.0,
9717,3,1083.0,0.0,0.0,,,0.0,0.0,
9718,1,834.0,0.0,0.0,,,0.0,0.0,
9719,2,793.0,0.0,0.0,,,0.0,0.0,
9720,3,1746.0,0.0,0.0,,,0.0,0.0,
9721,1,85.0,0.0,0.0,,,0.0,0.0,
9722,2,482.0,1.0,38741.0,2017-07-02,2017-07-02,80.37551867219916,0.5,38741.0
9723,1,320.0,0.0,0.0,,,0.0,0.0,
9724,4,799.0,0.0,0.0,,,0.0,0.0,
9725,3,1073.0,0.0,0.0,,,0.0,0.0,
9726,2,840.0,0.0,0.0,,,0.0,0.0,
9729,2,1118.0,0.0,0.0,,,0.0,0.0,
9730,2,672.0,0.0,0.0,,,0.0,0.0,
9731,2,1541.0,0.0,0.0,,,0.0,0.0,
9732,2,259.0,0.0,0.0,,,0.0,0.0,
9733,1,271.0,0.0,0.0,,,0.0,0.0,
9734,1,290.0,1.0,3144.0,2001-04-07,2001-04-07,10.841379310344827,1.0,3144.0
9735,2,864.0,0.0,0.0,,,0.0,0.0,
9737,2,725.0,1.0,25340.0,2023-07-08,2023-07-08,34.95172413793104,0.5,25340.0
9738,2,1633.0,0.0,0.0,,,0.0,0.0,
9739,1,791.0,0.0,0.0,,,0.0,0.0,
9740,1,289.0,0.0,0.0,,,0.0,0.0,
9742,1,360.0,0.0,0.0,,,0.0,0.0,
9743,3,1013.0,0.0,0.0,,,0.0,0.0,
9744,1,434.0,0.0,0.0,,,0.0,0.0,
9745,2,1327.0,0.0,0.0,,,0.0,0.0,
9746,1,409.0,0.0,0.0,,,0.0,0.0,
9747,1,405.0,0.0,0.0,,,0.0,0.0,
9748,1,123.0,0.0,0.0,,,0.0,0.0,
9749,2,902.0,0.0,0.0,,,0.0,0.0,
9751,3,843.0,0.0,0.0,,,0.0,0.0,
9752,3,718.0,1.0,36031.0,2025-04-25,2025-04-25,50.182451253481894,0.3333333333333333,36031.0
9754,4,1508.0,0.0,0.0,,,0.0,0.0,
9755,2,934.0,0.0,0.0,,,0.0,0.0,
9756,1,692.0,0.0,0.0,,,0.0,0.0,
9757,1,929.0,0.0,0.0,,,0.0,0.0,
9758,2,900.0,1.0,14881.0,2025-07-11,2025-07-11,16.534444444444443,0.5,14881.0
9759,2,694.0,0.0,0.0,,,0.0,0.0,
9760,1,619.0,0.0,0.0,,,0.0,0.0,
9762,3,1321.0,0.0,0.0,,,0.0,0.0,
9763,2,787.0,1.0,530.0,2019-09-04,2019-09-04,0.6734434561626429,0.5,530.0
9764,2,1049.0,1.0,19292.0,2021-09-14,2021-09-14,18.390848427073404,0.5,19292.0
9765,2,668.0,1.0,9161.0,2024-10-12,2024-10-12,13.714071856287426,0.5,9161.0
9766,1,489.0,0.0,0.0,,,0.0,0.0,
9767,2,1185.0,1.0,37096.0,2025-05-14,2025-05-14,31.30464135021097,0.5,37096.0
9768,1,847.0,0.0,0.0,,,0.0,0.0,
9769,3,1215.0,1.0,41144.0,2025-07-10,2025-07-10,33.86337448559671,0.3333333333333333,41144.0
9770,3,1191.0,0.0,0.0,,,0.0,0.0,
9771,1,444.0,0.0,0.0,,,0.0,0.0,
9772,2,1557.0,0.0,0.0,,,0.0,0.0,
9773,3,617.0,0.0,0.0,,,0.0,0.0,
9774,1,599.0,0.0,0.0,,,0.0,0.0,
9775,1,199.0,0.0,0.0,,,0.0,0.0,
9776,1,441.0,0.0,0.0,,,0.0,0.0,
9777,2,647.0,0.0,0.0,,,0.0,0.0,
9778,1,263.0,0.0,0.0,,,0.0,0.0,
9780,1,913.0,0.0,0.0,,,0.0,0.0,
9781,3,466.0,0.0,0.0,,,0.0,0.0,
9782,2,573.0,0.0,0.0,,,0.0,0.0,
9783,2,621.0,1.0,24235.0,2022-01-28,2022-01-28,39.02576489533011,0.5,24235.0
9784,3,1129.0,0.0,0.0,,,0.0,0.0,
9785,2,1206.0,1.0,639.0,2024-02-18,2024-02-18,0.5298507462686567,0.5,639.0
9786,3,734.0,0.0,0.0,,,0.0,0.0,
9787,4,1265.0,1.0,16536.0,2023-09-13,2023-09-13,13.07193675889328,0.25,16536.0
9788,5,1361.0,0.0,0.0,,,0.0,0.0,
9789,3,1423.0,0.0,0.0,,,0.0,0.0,
9790,2,1277.0,0.0,0.0,,,0.0,0.0,
9791,3,1044.0,1.0,38298.0,2020-11-04,2020-11-04,36.68390804597701,0.3333333333333333,38298.0
9792,1,708.0,0.0,0.0,,,0.0,0.0,
9793,2,927.0,1.0,25649.0,2021-01-25,2021-01-25,27.668824163969795,0.5,25649.0
9794,2,1339.0,0.0,0.0,,,0.0,0.0,
9795,2,843.0,0.0,0.0,,,0.0,0.0,
9796,2,1070.0,1.0,49527.0,2025-10-05,2025-10-05,46.28691588785047,0.5,49527.0
9797,4,1500.0,0.0,0.0,,,0.0,0.0,
9798,1,580.0,0.0,0.0,,,0.0,0.0,
9799,2,606.0,0.0,0.0,,,0.0,0.0,
9800,2,1331.0,2.0,43403.0,2023-12-13,2025-03-01,32.60931630353118,1.0,21701.5
9801,2,313.0,0.0,0.0,,,0.0,0.0,
9802,2,567.0,0.0,0.0,,,0.0,0.0,
9803,4,978.0,0.0,0.0,,,0.0,0.0,
9804,4,1306.0,1.0,1428.0,2022-06-26,2022-06-26,1.0934150076569678,0.25,1428.0
9805,1,250.0,0.0,0.0,,,0.0,0.0,
9807,3,937.0,0.0,0.0,,,0.0,0.0,
9809,1,390.0,0.0,0.0,,,0.0,0.0,
9811,1,423.0,0.0,0.0,,,0.0,0.0,
9812,1,455.0,0.0,0.0,,,0.0,0.0,
9813,2,745.0,0.0,0.0,,,0.0,0.0,
9816,3,1398.0,0.0,0.0,,,0.0,0.0,
9817,3,1564.0,1.0,1715.0,2018-07-10,2018-07-10,1.0965473145780051,0.3333333333333333,1715.0
9818,3,828.0,1.0,26783.0,2023-09-03,2023-09-03,32.34661835748792,0.3333333333333333,26783.0
9819,3,1267.0,0.0,0.0,,,0.0,0.0,
9820,2,795.0,0.0,0.0,,,0.0,0.0,
9821,3,1773.0,0.0,0.0,,,0.0,0.0,
9822,3,317.0,2.0,46078.0,2025-03-04,2025-12-01,145.3564668769716,0.6666666666666666,23039.0
9825,1,482.0,0.0,0.0,,,0.0,0.0,
9826,3,890.0,0.0,0.0,,,0.0,0.0,
9827,3,1007.0,1.0,14285.0,2017-08-27,2017-08-27,14.185700099304865,0.3333333333333333,14285.0
9828,3,1335.0,0.0,0.0,,,0.0,0.0,
9829,4,1268.0,1.0,40616.0,2024-06-02,2024-06-02,32.03154574132492,0.25,40616.0
9830,3,756.0,1.0,1274.0,2019-05-10,2019-05-10,1.6851851851851851,0.3333333333333333,1274.0
9831,2,1123.0,1.0,6102.0,2022-09-10,2022-09-10,5.433659839715049,0.5,6102.0
9832,2,1395.0,0.0,0.0,,,0.0,0.0,
9833,2,1216.0,1.0,15926.0,2023-09-08,2023-09-08,13.09703947368421,0.5,15926.0
9834,1,360.0,1.0,7576.0,2024-12-24,2024-12-24,21.044444444444444,1.0,7576.0
9835,3,912.0,0.0,0.0,,,0.0,0.0,
9836,3,1612.0,1.0,37667.0,2024-03-14,2024-03-14,23.366625310173696,0.3333333333333333,37667.0
9837,3,952.0,0.0,0.0,,,0.0,0.0,
9839,1,938.0,0.0,0.0,,,0.0,0.0,
9840,4,1675.0,0.0,0.0,,,0.0,0.0,
9841,1,268.0,0.0,0.0,,,0.0,0.0,
9843,1,375.0,0.0,0.0,,,0.0,0.0,
9844,1,614.0,0.0,0.0,,,0.0,0.0,
9847,2,651.0,0.0,0.0,,,0.0,0.0,
9848,1,302.0,0.0,0.0,,,0.0,0.0,
9850,1,605.0,0.0,0.0,,,0.0,0.0,
9853,1,230.0,0.0,0.0,,,0.0,0.0,
9854,2,775.0,1.0,39419.0,2019-06-02,2019-06-02,50.86322580645161,0.5,39419.0
9855,2,685.0,0.0,0.0,,,0.0,0.0,
9856,1,552.0,0.0,0.0,,,0.0,0.0,
9858,2,403.0,0.0,0.0,,,0.0,0.0,
9859,1,414.0,0.0,0.0,,,0.0,0.0,
9860,3,1264.0,1.0,23582.0,2015-07-04,2015-07-04,18.656645569620252,0.3333333333333333,23582.0
9861,2,533.0,0.0,0.0,,,0.0,0.0,
9863,2,1315.0,0.0,0.0,,,0.0,0.0,
9864,1,864.0,0.0,0.0,,,0.0,0.0,
9866,1,471.0,1.0,45315.0,2025-03-02,2025-03-02,96.21019108280255,1.0,45315.0
9868,1,536.0,0.0,0.0,,,0.0,0.0,
9869,2,644.0,1.0,5028.0,2019-09-18,2019-09-18,7.807453416149069,0.5,5028.0
9870,1,350.0,0.0,0.0,,,0.0,0.0,
9871,3,651.0,0.0,0.0,,,0.0,0.0,
9872,3,1492.0,0.0,0.0,,,0.0,0.0,
9873,2,851.0,0.0,0.0,,,0.0,0.0,
9874,1,335.0,0.0,0.0,,,0.0,0.0,
9875,1,894.0,0.0,0.0,,,0.0,0.0,
9876,1,688.0,0.0,0.0,,,0.0,0.0,
9877,2,371.0,1.0,9784.0,2006-10-02,2006-10-02,26.371967654986523,0.5,9784.0
9878,2,1008.0,1.0,8110.0,2014-05-10,2014-05-10,8.045634920634921,0.5,8110.0
9879,1,700.0,0.0,0.0,,,0.0,0.0,
9880,1,422.0,0.0,0.0,,,0.0,0.0,
9881,3,1416.0,0.0,0.0,,,0.0,0.0,
9882,3,1421.0,1.0,38775.0,2023-06-27,2023-06-27,27.287121745249824,0.3333333333333333,38775.0
9883,3,690.0,1.0,5559.0,2023-01-17,2023-01-17,8.056521739130435,0.3333333333333333,5559.0
9884,1,596.0,0.0,0.0,,,0.0,0.0,
9885,3,1156.0,0.0,0.0,,,0.0,0.0,
9886,2,476.0,0.0,0.0,,,0.0,0.0,
9887,2,1396.0,0.0,0.0,,,0.0,0.0,
9889,1,702.0,0.0,0.0,,,0.0,0.0,
9890,3,1178.0,1.0,18268.0,2025-10-23,2025-10-23,15.507640067911714,0.3333333333333333,18268.0
9891,2,359.0,0.0,0.0,,,0.0,0.0,
9892,2,1511.0,0.0,0.0,,,0.0,0.0,
9893,1,621.0,0.0,0.0,,,0.0,0.0,
9894,4,1279.0,0.0,0.0,,,0.0,0.0,
9895,3,1653.0,0.0,0.0,,,0.0,0.0,
9896,2,1442.0,1.0,18974.0,2023-07-23,2023-07-23,13.158113730929266,0.5,18974.0
9898,1,800.0,0.0,0.0,,,0.0,0.0,
9899,3,1209.0,1.0,35463.0,2021-03-03,2021-03-03,29.332506203473944,0.3333333333333333,35463.0
9900,3,1550.0,1.0,5057.0,2018-03-12,2018-03-12,3.2625806451612904,0.3333333333333333,5057.0
9902,4,1951.0,1.0,5606.0,2022-11-18,2022-11-18,2.8733982573039465,0.25,5606.0
9905,2,1074.0,0.0,0.0,,,0.0,0.0,
9906,3,1119.0,0.0,0.0,,,0.0,0.0,
9907,1,580.0,0.0,0.0,,,0.0,0.0,
9908,1,260.0,0.0,0.0,,,0.0,0.0,
9909,1,576.0,0.0,0.0,,,0.0,0.0,
9910,1,246.0,0.0,0.0,,,0.0,0.0,
9911,1,204.0,0.0,0.0,,,0.0,0.0,
9912,2,889.0,0.0,0.0,,,0.0,0.0,
9913,2,1017.0,0.0,0.0,,,0.0,0.0,
9914,1,497.0,0.0,0.0,,,0.0,0.0,
9915,2,1052.0,0.0,0.0,,,0.0,0.0,
9918,2,354.0,0.0,0.0,,,0.0,0.0,
9919,2,1314.0,0.0,0.0,,,0.0,0.0,
9920,2,726.0,1.0,34692.0,2016-05-20,2016-05-20,47.78512396694215,0.5,34692.0
9921,3,1087.0,0.0,0.0,,,0.0,0.0,
9922,2,417.0,0.0,0.0,,,0.0,0.0,
9923,1,287.0,0.0,0.0,,,0.0,0.0,
9924,1,449.0,0.0,0.0,,,0.0,0.0,
9925,2,171.0,1.0,35979.0,2025-07-21,2025-07-21,210.40350877192984,0.5,35979.0
9926,2,560.0,0.0,0.0,,,0.0,0.0,
9928,3,673.0,0.0,0.0,,,0.0,0.0,
9929,1,710.0,0.0,0.0,,,0.0,0.0,
9930,4,1664.0,0.0,0.0,,,0.0,0.0,
9931,2,1640.0,0.0,0.0,,,0.0,0.0,
9932,1,548.0,0.0,0.0,,,0.0,0.0,
9935,3,1102.0,0.0,0.0,,,0.0,0.0,
9936,1,571.0,0.0,0.0,,,0.0,0.0,
9937,1,203.0,0.0,0.0,,,0.0,0.0,
9938,3,1506.0,0.0,0.0,,,0.0,0.0,
9939,3,1028.0,1.0,27451.0,2024-12-08,2024-12-08,26.70330739299611,0.3333333333333333,27451.0
9940,4,1302.0,1.0,49215.0,2023-09-12,2023-09-12,37.79953917050691,0.25,49215.0
9941,1,608.0,0.0,0.0,,,0.0,0.0,
9942,1,333.0,0.0,0.0,,,0.0,0.0,
9943,2,1510.0,0.0,0.0,,,0.0,0.0,
9944,1,674.0,0.0,0.0,,,0.0,0.0,
9945,1,904.0,1.0,8484.0,2025-05-30,2025-05-30,9.38495575221239,1.0,8484.0
9946,2,613.0,0.0,0.0,,,0.0,0.0,
9948,4,1275.0,1.0,4972.0,2025-06-22,2025-06-22,3.8996078431372547,0.25,4972.0
9950,3,1206.0,0.0,0.0,,,0.0,0.0,
9951,1,478.0,0.0,0.0,,,0.0,0.0,
9952,1,118.0,0.0,0.0,,,0.0,0.0,
9953,1,309.0,0.0,0.0,,,0.0,0.0,
9955,1,545.0,0.0,0.0,,,0.0,0.0,
9956,1,307.0,0.0,0.0,,,0.0,0.0,
9957,2,689.0,0.0,0.0,,,0.0,0.0,
9958,1,997.0,0.0,0.0,,,0.0,0.0,
9959,2,724.0,0.0,0.0,,,0.0,0.0,
9960,1,430.0,0.0,0.0,,,0.0,0.0,
9961,1,682.0,0.0,0.0,,,0.0,0.0,
9962,2,814.0,1.0,28915.0,2016-02-18,2016-02-18,35.522113022113025,0.5,28915.0
9963,4,1038.0,0.0,0.0,,,0.0,0.0,
9964,2,932.0,0.0,0.0,,,0.0,0.0,
9965,1,777.0,0.0,0.0,,,0.0,0.0,
9967,1,759.0,0.0,0.0,,,0.0,0.0,
9969,2,835.0,0.0,0.0,,,0.0,0.0,
9970,1,427.0,0.0,0.0,,,0.0,0.0,
9972,3,1358.0,0.0,0.0,,,0.0,0.0,
9973,3,1267.0,1.0,42884.0,2023-08-11,2023-08-11,33.84688239936859,0.3333333333333333,42884.0
9974,1,732.0,0.0,0.0,,,0.0,0.0,
9975,3,1259.0,0.0,0.0,,,0.0,0.0,
9977,3,874.0,0.0,0.0,,,0.0,0.0,
9978,1,439.0,0.0,0.0,,,0.0,0.0,
9979,1,0.0,0.0,0.0,,,,0.0,
9980,1,516.0,0.0,0.0,,,0.0,0.0,
9981,1,660.0,0.0,0.0,,,0.0,0.0,
9982,2,786.0,0.0,0.0,,,0.0,0.0,
9983,1,537.0,0.0,0.0,,,0.0,0.0,
9985,2,652.0,1.0,12275.0,2021-05-08,2021-05-08,18.82668711656442,0.5,12275.0
9986,2,674.0,0.0,0.0,,,0.0,0.0,
9987,4,1595.0,0.0,0.0,,,0.0,0.0,
9988,4,1947.0,1.0,20809.0,2009-03-16,2009-03-16,10.687724704673856,0.25,20809.0
9990,1,379.0,0.0,0.0,,,0.0,0.0,
9991,1,60.0,0.0,0.0,,,0.0,0.0,
9992,3,1813.0,0.0,0.0,,,0.0,0.0,
9993,4,2032.0,0.0,0.0,,,0.0,0.0,
9994,1,519.0,0.0,0.0,,,0.0,0.0,
9996,3,1046.0,1.0,48323.0,2025-05-02,2025-05-02,46.19789674952199,0.3333333333333333,48323.0
9997,2,697.0,0.0,0.0,,,0.0,0.0,
9998,2,818.0,0.0,0.0,,,0.0,0.0,
9999,2,413.0,0.0,0.0,,,0.0,0.0,
10000,1,145.0,0.0,0.0,,,0.0,0.0,
10001,1,139.0,0.0,0.0,,,0.0,0.0,
10002,1,538.0,0.0,0.0,,,0.0,0.0,
10004,4,1676.0,0.0,0.0,,,0.0,0.0,
10006,2,578.0,1.0,39636.0,2023-08-02,2023-08-02,68.57439446366782,0.5,39636.0
10007,2,1143.0,1.0,306.0,2025-02-25,2025-02-25,0.2677165354330709,0.5,306.0
10008,3,1223.0,0.0,0.0,,,0.0,0.0,
10009,2,977.0,0.0,0.0,,,0.0,0.0,
10010,2,791.0,2.0,51688.0,2020-06-27,2025-01-02,65.34513274336283,1.0,25844.0
